gender,country,city,stadium,year,date,time_local,lat,lon,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17
Women,Sweden,Helsingborg,Olympia Stadion,1995,06-10,19:00:00,56.0465,12.6945,,,,,,,,,,,,,,,,,
Women,Sweden,Gavle,Stromvallen,1995,06-13,17:15:00,60.6749,17.1413,,,,,,,,,,,,,,,,,
Women,Sweden,Karlstad,Tingvallen,1995,06-13,17:15:00,59.385771,13.492435,,,,,,,,,,,,,,,,,
Women,Sweden,Vasteras,Arosvallen,1995,06-13,20:15:00,59.6099,16.5448,,,,,,,,,,,,,,,,,
Women,Sweden,Helsingborg,Olympia Stadion,1995,06-13,20:15:00,56.0465,12.6945,,,,,,,,,,,,,,,,,
Women,Sweden,Vasteras,Arosvallen,1995,06-15,17:15:00,59.6099,16.5448,,,,,,,,,,,,,,,,,
Women,Sweden,Helsingborg,Olympia Stadion,1995,06-15,20:15:00,56.0465,12.6945,,,,,,,,,,,,,,,,,
Women,Sweden,Gavle,Stromvallen,1995,06-17,16:00:00,60.6749,17.1413,,,,,,,,,,,,,,,,,
Women,Sweden,Solna,Rasunda Stadium,1995,06-18,18:00:00,59.3717,18.0016,,,,,,,,,,,,,,,,,
Men,France,Saint-Denis,Stade de France,1998,06-10,17:30:00,48.9244,2.3601,,,,,,,,,,,,,,,,,
Men,France,Montpellier,Stade de la Mosson,1998,06-10,21:00:00,43.6247,3.8127,,,,,,,,,,,,,,,,,
Men,France,Bordeaux,Stade Jacques Chaban-Delmas,1998,06-11,17:30:00,44.829427,-0.598063,,,,,,,,,,,,,,,,,
Men,France,Toulouse,Stadium Municipal,1998,06-11,21:00:00,43.5828,1.4342,,,,,,,,,,,,,,,,,
Men,France,Montpellier,Stade de la Mosson,1998,06-12,14:30:00,43.6247,3.8127,,,,,,,,,,,,,,,,,
Men,France,Lens,Stade Bollaert-Delelis,1998,06-12,17:30:00,50.4331,2.8153,,,,,,,,,,,,,,,,,
Men,France,Marseille,Orange Vélodrome,1998,06-12,21:00:00,43.2696,5.3958,,,,,,,,,,,,,,,,,
Men,France,Nantes,Stade de la Beaujoire - Louis Fonteneau,1998,06-13,14:30:00,47.2559,-1.525,,,,,,,,,,,,,,,,,
Men,France,Lyon,Matmut Stadium de Gerland,1998,06-13,17:30:00,45.723559,4.831851,,,,,,,,,,,,,,,,,
Men,France,Saint-Denis,Stade de France,1998,06-13,21:00:00,48.9244,2.3601,,,,,,,,,,,,,,,,,
Men,France,Toulouse,Stadium Municipal,1998,06-14,14:30:00,43.5828,1.4342,,,,,,,,,,,,,,,,,
Men,France,Saint-Etienne,Stade Geoffroy-Guichard,1998,06-14,17:30:00,45.4608,4.3903,,,,,,,,,,,,,,,,,
Men,France,Lens,Stade Bollaert-Delelis,1998,06-14,21:00:00,50.4331,2.8153,,,,,,,,,,,,,,,,,
Men,France,Marseille,Orange Vélodrome,1998,06-15,14:30:00,43.2696,5.3958,,,,,,,,,,,,,,,,,
Men,France,Lyon,Matmut Stadium de Gerland,1998,06-15,17:30:00,45.723559,4.831851,,,,,,,,,,,,,,,,,
Men,France,Paris,Parc des Princes,1998,06-15,21:00:00,48.8414,2.253,,,,,,,,,,,,,,,,,
Men,France,Bordeaux,Stade Jacques Chaban-Delmas,1998,06-16,17:30:00,44.829427,-0.598063,,,,,,,,,,,,,,,,,
Men,France,Nantes,Stade de la Beaujoire - Louis Fonteneau,1998,06-16,21:00:00,47.2559,-1.525,,,,,,,,,,,,,,,,,
Men,France,Saint-Etienne,Stade Geoffroy-Guichard,1998,06-17,17:30:00,45.4608,4.3903,,,,,,,,,,,,,,,,,
Men,France,Montpellier,Stade de la Mosson,1998,06-17,21:00:00,43.6247,3.8127,,,,,,,,,,,,,,,,,
Men,France,Toulouse,Stadium Municipal,1998,06-18,17:30:00,43.5828,1.4342,,,,,,,,,,,,,,,,,
Men,France,Saint-Denis,Stade de France,1998,06-18,21:00:00,48.9244,2.3601,,,,,,,,,,,,,,,,,
Men,France,Paris,Parc des Princes,1998,06-19,17:30:00,48.8414,2.253,,,,,,,,,,,,,,,,,
Men,France,Saint-Etienne,Stade Geoffroy-Guichard,1998,06-19,21:00:00,45.4608,4.3903,,,,,,,,,,,,,,,,,
Men,France,Nantes,Stade de la Beaujoire - Louis Fonteneau,1998,06-20,14:30:00,47.2559,-1.525,,,,,,,,,,,,,,,,,
Men,France,Bordeaux,Stade Jacques Chaban-Delmas,1998,06-20,17:30:00,44.829427,-0.598063,,,,,,,,,,,,,,,,,
Men,France,Marseille,Orange Vélodrome,1998,06-20,21:00:00,43.2696,5.3958,,,,,,,,,,,,,,,,,
Men,France,Lens,Stade Bollaert-Delelis,1998,06-21,14:30:00,50.4331,2.8153,,,,,,,,,,,,,,,,,
Men,France,Paris,Parc des Princes,1998,06-21,17:30:00,48.8414,2.253,,,,,,,,,,,,,,,,,
Men,France,Lyon,Matmut Stadium de Gerland,1998,06-21,21:00:00,45.723559,4.831851,,,,,,,,,,,,,,,,,
Men,France,Montpellier,Stade de la Mosson,1998,06-22,17:30:00,43.6247,3.8127,,,,,,,,,,,,,,,,,
Men,France,Toulouse,Stadium Municipal,1998,06-22,21:00:00,43.5828,1.4342,,,,,,,,,,,,,,,,,
Men,France,Saint-Denis,Stade de France,1998,06-23,16:00:00,48.9244,2.3601,,,,,,,,,,,,,,,,,
Men,France,Nantes,Stade de la Beaujoire - Louis Fonteneau,1998,06-23,16:00:00,47.2559,-1.525,,,,,,,,,,,,,,,,,
Men,France,Marseille,Orange Vélodrome,1998,06-23,21:00:00,43.2696,5.3958,,,,,,,,,,,,,,,,,
Men,France,Saint-Etienne,Stade Geoffroy-Guichard,1998,06-23,21:00:00,45.4608,4.3903,,,,,,,,,,,,,,,,,
Men,France,Bordeaux,Stade Jacques Chaban-Delmas,1998,06-24,16:00:00,44.829427,-0.598063,,,,,,,,,,,,,,,,,
Men,France,Lyon,Matmut Stadium de Gerland,1998,06-24,16:00:00,45.723559,4.831851,,,,,,,,,,,,,,,,,
Men,France,Lens,Stade Bollaert-Delelis,1998,06-24,21:00:00,50.4331,2.8153,,,,,,,,,,,,,,,,,
Men,France,Toulouse,Stadium Municipal,1998,06-24,21:00:00,43.5828,1.4342,,,,,,,,,,,,,,,,,
Men,France,Saint-Etienne,Stade Geoffroy-Guichard,1998,06-25,16:00:00,45.4608,4.3903,,,,,,,,,,,,,,,,,
Men,France,Paris,Parc des Princes,1998,06-25,16:00:00,48.8414,2.253,,,,,,,,,,,,,,,,,
Men,France,Nantes,Stade de la Beaujoire - Louis Fonteneau,1998,06-25,21:00:00,47.2559,-1.525,,,,,,,,,,,,,,,,,
Men,France,Montpellier,Stade de la Mosson,1998,06-25,21:00:00,43.6247,3.8127,,,,,,,,,,,,,,,,,
Men,France,Bordeaux,Stade Jacques Chaban-Delmas,1998,06-26,16:00:00,44.829427,-0.598063,,,,,,,,,,,,,,,,,
Men,France,Lyon,Matmut Stadium de Gerland,1998,06-26,16:00:00,45.723559,4.831851,,,,,,,,,,,,,,,,,
Men,France,Saint-Denis,Stade de France,1998,06-26,21:00:00,48.9244,2.3601,,,,,,,,,,,,,,,,,
Men,France,Lens,Stade Bollaert-Delelis,1998,06-26,21:00:00,50.4331,2.8153,,,,,,,,,,,,,,,,,
Men,France,Marseille,Orange Vélodrome,1998,06-27,16:30:00,43.2696,5.3958,,,,,,,,,,,,,,,,,
Men,France,Paris,Parc des Princes,1998,06-27,21:00:00,48.8414,2.253,,,,,,,,,,,,,,,,,
Men,France,Lens,Stade Bollaert-Delelis,1998,06-28,16:30:00,50.4331,2.8153,,,,,,,,,,,,,,,,,
Men,France,Saint-Denis,Stade de France,1998,06-28,21:00:00,48.9244,2.3601,,,,,,,,,,,,,,,,,
Men,France,Montpellier,Stade de la Mosson,1998,06-29,16:30:00,43.6247,3.8127,,,,,,,,,,,,,,,,,
Men,France,Toulouse,Stadium Municipal,1998,06-29,21:00:00,43.5828,1.4342,,,,,,,,,,,,,,,,,
Men,France,Bordeaux,Stade Jacques Chaban-Delmas,1998,06-30,16:30:00,44.829427,-0.598063,,,,,,,,,,,,,,,,,
Men,France,Saint-Etienne,Stade Geoffroy-Guichard,1998,06-30,21:00:00,45.4608,4.3903,,,,,,,,,,,,,,,,,
Men,France,Saint-Denis,Stade de France,1998,07-03,16:30:00,48.9244,2.3601,,,,,,,,,,,,,,,,,
Men,France,Nantes,Stade de la Beaujoire - Louis Fonteneau,1998,07-03,21:00:00,47.2559,-1.525,,,,,,,,,,,,,,,,,
Men,France,Marseille,Orange Vélodrome,1998,07-04,16:30:00,43.2696,5.3958,,,,,,,,,,,,,,,,,
Men,France,Lyon,Matmut Stadium de Gerland,1998,07-04,21:00:00,45.723559,4.831851,,,,,,,,,,,,,,,,,
Men,France,Marseille,Orange Vélodrome,1998,07-07,21:00:00,43.2696,5.3958,,,,,,,,,,,,,,,,,
Men,France,Saint-Denis,Stade de France,1998,07-08,21:00:00,48.9244,2.3601,,,,,,,,,,,,,,,,,
Men,France,Paris,Parc des Princes,1998,07-11,21:00:00,48.8414,2.253,,,,,,,,,,,,,,,,,
Men,France,Saint-Denis,Stade de France,1998,07-12,21:00:00,48.9244,2.3601,,,,,,,,,,,,,,,,,
Women,United States,East Rutherford,Giants Stadium,1999,06-19,15:00:00,40.8135,-74.0745,,,,,,,,,,,,,,,,,
Women,United States,San Jose,Spartan Stadium,1999,06-19,17:00:00,37.3352,-121.8811,,,,,,,,,,,,,,,,,
Women,United States,East Rutherford,Giants Stadium,1999,06-19,17:30:00,40.8135,-74.0745,,,,,,,,,,,,,,,,,
Women,United States,San Jose,Spartan Stadium,1999,06-19,20:00:00,37.3352,-121.8811,,,,,,,,,,,,,,,,,
Women,United States,Pasadena,Rose Bowl,1999,06-20,16:00:00,34.1613,-118.1676,,,,,,,,,,,,,,,,,
Women,United States,Foxborough,Foxboro Stadium,1999,06-20,16:00:00,42.090642,-71.264857,,,,,,,,,,,,,,,,,
Women,United States,Pasadena,Rose Bowl,1999,06-20,18:30:00,34.1613,-118.1676,,,,,,,,,,,,,,,,,
Women,United States,Foxborough,Foxboro Stadium,1999,06-20,19:30:00,42.090642,-71.264857,,,,,,,,,,,,,,,,,
Women,United States,Washington,Jack Kent Cooke Stadium,1999,06-23,18:00:00,38.9077,-76.8645,,,,,,,,,,,,,,,,,
Women,United States,Portland,Civic Stadium,1999,06-23,18:00:00,45.5215,-122.6919,,,,,,,,,,,,,,,,,
Women,United States,Portland,Civic Stadium,1999,06-23,20:30:00,45.5215,-122.6919,,,,,,,,,,,,,,,,,
Women,United States,Washington,Jack Kent Cooke Stadium,1999,06-23,20:30:00,38.9077,-76.8645,,,,,,,,,,,,,,,,,
Women,United States,Chicago,Soldier Field,1999,06-24,17:00:00,41.8623,-87.6167,,,,,,,,,,,,,,,,,
Women,United States,Portland,Civic Stadium,1999,06-24,18:00:00,45.5215,-122.6919,,,,,,,,,,,,,,,,,
Women,United States,Chicago,Soldier Field,1999,06-24,19:00:00,41.8623,-87.6167,,,,,,,,,,,,,,,,,
Women,United States,Portland,Civic Stadium,1999,06-24,20:30:00,45.5215,-122.6919,,,,,,,,,,,,,,,,,
Women,United States,East Rutherford,Giants Stadium,1999,06-26,12:00:00,40.8135,-74.0745,,,,,,,,,,,,,,,,,
Women,United States,East Rutherford,Giants Stadium,1999,06-26,14:30:00,40.8135,-74.0745,,,,,,,,,,,,,,,,,
Women,United States,Chicago,Soldier Field,1999,06-26,16:00:00,41.8623,-87.6167,,,,,,,,,,,,,,,,,
Women,United States,Chicago,Soldier Field,1999,06-26,18:30:00,41.8623,-87.6167,,,,,,,,,,,,,,,,,
Women,United States,Washington,Jack Kent Cooke Stadium,1999,06-27,13:30:00,38.9077,-76.8645,,,,,,,,,,,,,,,,,
Women,United States,Washington,Jack Kent Cooke Stadium,1999,06-27,16:00:00,38.9077,-76.8645,,,,,,,,,,,,,,,,,
Women,United States,Foxborough,Foxboro Stadium,1999,06-27,16:30:00,42.090642,-71.264857,,,,,,,,,,,,,,,,,
Women,United States,Foxborough,Foxboro Stadium,1999,06-27,19:00:00,42.090642,-71.264857,,,,,,,,,,,,,,,,,
Women,United States,San Jose,Spartan Stadium,1999,06-30,17:00:00,37.3352,-121.8811,,,,,,,,,,,,,,,,,
Women,United States,San Jose,Spartan Stadium,1999,06-30,19:30:00,37.3352,-121.8811,,,,,,,,,,,,,,,,,
Women,United States,Washington,Jack Kent Cooke Stadium,1999,07-01,19:00:00,38.9077,-76.8645,,,,,,,,,,,,,,,,,
Women,United States,Washington,Jack Kent Cooke Stadium,1999,07-01,21:30:00,38.9077,-76.8645,,,,,,,,,,,,,,,,,
Women,United States,Stanford,Stanford Stadium,1999,07-04,13:30:00,37.4342,-122.161,,,,,,,,,,,,,,,,,
Women,United States,Foxborough,Foxboro Stadium,1999,07-04,19:30:00,42.090642,-71.264857,,,,,,,,,,,,,,,,,
Women,United States,Pasadena,Rose Bowl,1999,07-10,10:15:00,34.1613,-118.1676,,,,,,,,,,,,,,,,,
Women,United States,Pasadena,Rose Bowl,1999,07-10,12:50:00,34.1613,-118.1676,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Seoul,Seoul World Cup Stadium,2002,05-31,20:30:00,37.56823,126.897244,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Niigata,Denka Big Swan Stadium,2002,06-01,15:30:00,37.881344,139.059087,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Ulsan,Munsu Cup Stadium,2002,06-01,18:00:00,35.534007,129.259377,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Sapporo,Sapporo Dome,2002,06-01,20:30:00,43.013417,141.412028,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Ibaraki,Kashima Soccer Stadium,2002,06-02,14:30:00,35.998383,140.641678,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Busan,Busan Sport Complex Asiad Stadium,2002,06-02,16:30:00,35.190617,129.058406,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Saitama,Saitama Stadium 2002,2002,06-02,18:30:00,35.904106,139.720294,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Gwangju,Guus Hiddink Stadium,2002,06-02,20:30:00,35.133792,126.87595,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Niigata,Denka Big Swan Stadium,2002,06-03,15:30:00,37.881344,139.059087,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Ulsan,Munsu Cup Stadium,2002,06-03,18:00:00,35.534007,129.259377,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Sapporo,Sapporo Dome,2002,06-03,20:30:00,43.013417,141.412028,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Gwangju,Guus Hiddink Stadium,2002,06-04,15:30:00,35.133792,126.87595,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Saitama,Saitama Stadium 2002,2002,06-04,18:00:00,35.904106,139.720294,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Busan,Busan Sport Complex Asiad Stadium,2002,06-04,20:30:00,35.190617,129.058406,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Kobe,NOEVIR Stadium Kobe,2002,06-05,15:30:00,34.657583,135.170444,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Suwon,Suwon World Cup Stadium,2002,06-05,18:00:00,37.286672,127.037328,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Ibaraki,Kashima Soccer Stadium,2002,06-05,20:30:00,35.998383,140.641678,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Daegu,Daegu Main Stadium,2002,06-06,15:30:00,35.829442,128.690302,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Saitama,Saitama Stadium 2002,2002,06-06,18:00:00,35.904106,139.720294,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Busan,Busan Sport Complex Asiad Stadium,2002,06-06,20:30:00,35.190617,129.058406,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Kobe,NOEVIR Stadium Kobe,2002,06-07,15:30:00,34.657583,135.170444,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Jeonju,Jeonju World Cup Stadium,2002,06-07,18:00:00,35.874356,127.058306,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Sapporo,Sapporo Dome,2002,06-07,20:30:00,43.013417,141.412028,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Daegu,Daegu Main Stadium,2002,06-08,15:30:00,35.829442,128.690302,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Ibaraki,Kashima Soccer Stadium,2002,06-08,18:00:00,35.998383,140.641678,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Seogwipo,Jeju World Cup Stadium,2002,06-08,20:30:00,33.245867,126.492589,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Sapporo,Sapporo Dome,2002,06-09,15:30:00,43.013417,141.412028,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Incheon,Incheon Munhak Stadium,2002,06-09,18:00:00,37.437725,126.725058,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Yokohama,Nissan Stadium,2002,06-09,20:30:00,35.51004,139.60625,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Daegu,Daegu Main Stadium,2002,06-10,15:30:00,35.829442,128.690302,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Oita,Ōita Bank Dome,2002,06-10,18:00:00,33.200817,131.656213,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Jeonju,Jeonju World Cup Stadium,2002,06-10,20:30:00,35.874356,127.058306,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Incheon,Incheon Munhak Stadium,2002,06-11,15:30:00,37.437725,126.725058,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Suwon,Suwon World Cup Stadium,2002,06-11,15:30:00,37.286672,127.037328,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Yokohama,Nissan Stadium,2002,06-11,20:30:00,35.51004,139.60625,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Shizuoka,Shizuoka Stadium Ecopa,2002,06-11,20:30:00,34.741035,137.969439,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Miyagi,Miyagi Stadium,2002,06-12,15:30:00,38.334799,140.950874,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Osaka,Yanmar Stadium Nagai,2002,06-12,15:30:00,34.611672,135.518428,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Daejeon,Daejeon World Cup Stadium,2002,06-12,20:30:00,36.36504,127.325158,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Seogwipo,Jeju World Cup Stadium,2002,06-12,20:30:00,33.245867,126.492589,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Suwon,Suwon World Cup Stadium,2002,06-13,15:30:00,37.286672,127.037328,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Seoul,Seoul World Cup Stadium,2002,06-13,15:30:00,37.56823,126.897244,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Oita,Ōita Bank Dome,2002,06-13,20:30:00,33.200817,131.656213,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Yokohama,Nissan Stadium,2002,06-13,20:30:00,35.51004,139.60625,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Osaka,Yanmar Stadium Nagai,2002,06-14,15:30:00,34.611672,135.518428,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Shizuoka,Shizuoka Stadium Ecopa,2002,06-14,15:30:00,34.741035,137.969439,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Incheon,Incheon Munhak Stadium,2002,06-14,20:30:00,37.437725,126.725058,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Daejeon,Daejeon World Cup Stadium,2002,06-14,20:30:00,36.36504,127.325158,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Seogwipo,Jeju World Cup Stadium,2002,06-15,15:30:00,33.245867,126.492589,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Niigata,Denka Big Swan Stadium,2002,06-15,20:30:00,37.881344,139.059087,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Oita,Ōita Bank Dome,2002,06-16,15:30:00,33.200817,131.656213,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Suwon,Suwon World Cup Stadium,2002,06-16,20:30:00,37.286672,127.037328,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Jeonju,Jeonju World Cup Stadium,2002,06-17,15:30:00,35.874356,127.058306,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Kobe,NOEVIR Stadium Kobe,2002,06-17,20:30:00,34.657583,135.170444,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Miyagi,Miyagi Stadium,2002,06-18,15:30:00,38.334799,140.950874,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Daejeon,Daejeon World Cup Stadium,2002,06-18,20:30:00,36.36504,127.325158,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Daejeon,Daejeon World Cup Stadium,2002,06-21,15:30:00,36.36504,127.325158,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Ulsan,Munsu Cup Stadium,2002,06-21,20:30:00,35.534007,129.259377,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Gwangju,Guus Hiddink Stadium,2002,06-22,15:30:00,35.133792,126.87595,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Osaka,Yanmar Stadium Nagai,2002,06-22,20:30:00,34.611672,135.518428,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Seoul,Seoul World Cup Stadium,2002,06-25,20:30:00,37.56823,126.897244,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Saitama,Saitama Stadium 2002,2002,06-26,20:30:00,35.904106,139.720294,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Daegu,Daegu Main Stadium,2002,06-29,20:00:00,35.829442,128.690302,,,,,,,,,,,,,,,,,
Men,South Korea / Japan,Yokohama,Nissan Stadium,2002,06-30,20:00:00,35.51004,139.60625,,,,,,,,,,,,,,,,,
Women,United States,Philadelphia,Lincoln Financial Field,2003,09-20,12:00:00,39.9008,-75.1675,,,,,,,,,,,,,,,,,
Women,United States,Philadelphia,Lincoln Financial Field,2003,09-20,14:45:00,39.9008,-75.1675,,,,,,,,,,,,,,,,,
Women,United States,Columbus,Columbus Crew Stadium,2003,09-20,17:45:00,39.9691,-83.0177,,,,,,,,,,,,,,,,,
Women,United States,Columbus,Columbus Crew Stadium,2003,09-20,20:30:00,39.9691,-83.0177,,,,,,,,,,,,,,,,,
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,09-21,12:30:00,38.8898,-76.9663,,,,,,,,,,,,,,,,,
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,09-21,15:15:00,38.8898,-76.9663,,,,,,,,,,,,,,,,,
Women,United States,Carson,The Home Depot Center,2003,09-21,17:30:00,33.8644,-118.2611,,,,,,,,,,,,,,,,,
Women,United States,Carson,The Home Depot Center,2003,09-21,20:15:00,33.8644,-118.2611,,,,,,,,,,,,,,,,,
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,09-24,17:00:00,38.8898,-76.9663,,,,,,,,,,,,,,,,,
Women,United States,Columbus,Columbus Crew Stadium,2003,09-24,17:45:00,39.9691,-83.0177,,,,,,,,,,,,,,,,,
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,09-24,19:45:00,38.8898,-76.9663,,,,,,,,,,,,,,,,,
Women,United States,Columbus,Columbus Crew Stadium,2003,09-24,20:30:00,39.9691,-83.0177,,,,,,,,,,,,,,,,,
Women,United States,Carson,The Home Depot Center,2003,09-25,16:15:00,33.8644,-118.2611,,,,,,,,,,,,,,,,,
Women,United States,Philadelphia,Lincoln Financial Field,2003,09-25,16:45:00,39.9008,-75.1675,,,,,,,,,,,,,,,,,
Women,United States,Carson,The Home Depot Center,2003,09-25,19:00:00,33.8644,-118.2611,,,,,,,,,,,,,,,,,
Women,United States,Philadelphia,Lincoln Financial Field,2003,09-25,19:30:00,39.9008,-75.1675,,,,,,,,,,,,,,,,,
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,09-27,12:45:00,38.8898,-76.9663,,,,,,,,,,,,,,,,,
Women,United States,Foxborough,Gillette Stadium,2003,09-27,12:45:00,42.0909,-71.2643,,,,,,,,,,,,,,,,,
Women,United States,Foxborough,Gillette Stadium,2003,09-27,15:30:00,42.0909,-71.2643,,,,,,,,,,,,,,,,,
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,09-27,15:30:00,38.8898,-76.9663,,,,,,,,,,,,,,,,,
Women,United States,Columbus,Columbus Crew Stadium,2003,09-28,13:00:00,39.9691,-83.0177,,,,,,,,,,,,,,,,,
Women,United States,Columbus,Columbus Crew Stadium,2003,09-28,15:45:00,39.9691,-83.0177,,,,,,,,,,,,,,,,,
Women,United States,Portland,PGE Park,2003,09-28,17:15:00,45.5215,-122.6919,,,,,,,,,,,,,,,,,
Women,United States,Portland,PGE Park,2003,09-28,20:00:00,45.5215,-122.6919,,,,,,,,,,,,,,,,,
Women,United States,Foxborough,Gillette Stadium,2003,10-01,16:30:00,42.0909,-71.2643,,,,,,,,,,,,,,,,,
Women,United States,Foxborough,Gillette Stadium,2003,10-01,19:30:00,42.0909,-71.2643,,,,,,,,,,,,,,,,,
Women,United States,Portland,PGE Park,2003,10-02,16:30:00,45.5215,-122.6919,,,,,,,,,,,,,,,,,
Women,United States,Portland,PGE Park,2003,10-02,19:30:00,45.5215,-122.6919,,,,,,,,,,,,,,,,,
Women,United States,Portland,PGE Park,2003,10-05,16:30:00,45.5215,-122.6919,,,,,,,,,,,,,,,,,
Women,United States,Portland,PGE Park,2003,10-05,19:30:00,45.5215,-122.6919,,,,,,,,,,,,,,,,,
Women,United States,Carson,The Home Depot Center,2003,10-11,12:30:00,33.8644,-118.2611,,,,,,,,,,,,,,,,,
Women,United States,Carson,The Home Depot Center,2003,10-12,10:00:00,33.8644,-118.2611,,,,,,,,,,,,,,,,,
Men,Germany,Munich,Allianz Arena,2006,06-09,18:00:00,48.21876,11.62475,,,,,,,,,,,,,,,,,
Men,Germany,Gelsenkirchen,Veltins-Arena,2006,06-09,21:00:00,51.55451,7.06759,,,,,,,,,,,,,,,,,
Men,Germany,Frankfurt,Commerzbank-Arena,2006,06-10,15:00:00,50.06857,8.64546,,,,,,,,,,,,,,,,,
Men,Germany,Dortmund,Signal Iduna Park,2006,06-10,18:00:00,51.49257,7.45184,,,,,,,,,,,,,,,,,
Men,Germany,Hamburg,Volksparkstadion,2006,06-10,21:00:00,53.58716,9.89862,,,,,,,,,,,,,,,,,
Men,Germany,Leipzig,Red Bull Arena,2006,06-11,15:00:00,51.34579,12.34822,,,,,,,,,,,,,,,,,
Men,Germany,Nuremberg,Max-Morlock-Stadion,2006,06-11,18:00:00,49.42611,11.12583,,,,,,,,,,,,,,,,,
Men,Germany,Cologne,RheinEnergieSTADION,2006,06-11,21:00:00,50.933497,6.874997,,,,,,,,,,,,,,,,,
Men,Germany,Kaiserslautern,Fritz-Walter-Stadion,2006,06-12,15:00:00,49.43471,7.77646,,,,,,,,,,,,,,,,,
Men,Germany,Gelsenkirchen,Veltins-Arena,2006,06-12,18:00:00,51.55451,7.06759,,,,,,,,,,,,,,,,,
Men,Germany,Hanover,HDI-Arena,2006,06-12,21:00:00,52.36007,9.7312,,,,,,,,,,,,,,,,,
Men,Germany,Frankfurt,Commerzbank-Arena,2006,06-13,15:00:00,50.06857,8.64546,,,,,,,,,,,,,,,,,
