venue,tour,city,country,lat,lon,year,wbgt_sun
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1940,19.55
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1941,17.09
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1942,16.24
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1943,16.89
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1944,19.46
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1945,18.79
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1946,17.44
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1947,17.94
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1948,18.55
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1949,18.16
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1950,17.83
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1951,18.29
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1952,17.9
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1953,18.84
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1954,18.29
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1955,16.98
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1956,16.02
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1957,17.92
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1958,19.53
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1959,18.6
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1960,18.01
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1961,18.48
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1962,16.32
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1963,18.33
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1964,16.55
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1965,17.97
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1966,18.51
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1967,18.46
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1968,18.29
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1969,18.24
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1970,18.33
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1971,18.15
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1972,19.89
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1973,19.17
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1974,18.47
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1975,17.87
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1976,17.44
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1977,20.28
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1978,19.13
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1979,17.84
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1980,17.74
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1981,17.21
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1982,19.23
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1983,17.42
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1984,19.06
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1985,18.13
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1986,18.71
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1987,19.04
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1988,16.54
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1989,17.69
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1990,16.93
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1991,18.53
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1992,18.33
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1993,18.46
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1994,18.99
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1995,19.99
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1996,16.91
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1997,18.7
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1998,18.58
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,1999,18.0
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2000,18.65
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2001,19.27
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2002,19.56
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2003,19.68
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2004,18.13
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2005,19.78
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2006,19.77
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2007,19.26
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2008,19.65
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2009,17.16
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2010,18.98
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2011,18.77
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2012,17.97
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2013,18.47
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2014,18.97
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2015,19.36
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2016,17.94
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2017,19.32
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2018,19.28
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2019,19.97
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2020,19.07
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2021,17.8
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2022,19.07
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2023,18.76
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2024,19.74
1950|Estádio Durival de Britto (Vila Capanema),1950,Curitiba,Brazil,-25.43944,-49.25583,2025,17.91
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1940,26.68
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1941,26.9
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1942,26.61
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1943,26.64
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1944,26.72
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1945,26.6
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1946,27.02
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1947,26.91
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1948,27.22
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1949,27.12
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1950,26.59
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1951,26.41
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1952,26.91
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1953,26.88
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1954,26.27
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1955,26.44
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1956,26.9
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1957,27.0
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1958,27.35
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1959,26.83
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1960,26.74
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1961,26.57
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1962,26.79
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1963,26.37
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1964,26.85
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1965,26.75
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1966,26.63
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1967,27.26
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1968,26.58
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1969,27.69
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1970,27.11
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1971,27.58
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1972,27.8
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1973,27.96
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1974,27.17
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1975,27.19
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1976,26.95
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1977,27.52
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1978,27.95
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1979,27.23
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1980,27.49
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1981,27.02
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1982,27.73
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1983,27.95
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1984,27.76
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1985,27.79
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1986,27.61
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1987,28.3
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1988,27.45
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1989,28.07
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1990,27.98
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1991,27.3
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1992,27.26
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1993,27.4
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1994,28.05
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1995,27.27
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1996,27.18
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1997,27.77
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1998,27.93
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,1999,27.52
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2000,27.49
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2001,27.82
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2002,27.71
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2003,27.48
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2004,27.58
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2005,27.34
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2006,27.67
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2007,27.54
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2008,27.07
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2009,28.49
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2010,27.99
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2011,27.43
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2012,27.59
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2013,27.89
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2014,27.52
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2015,27.82
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2016,27.84
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2017,27.25
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2018,27.47
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2019,27.97
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2020,27.87
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2021,27.81
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2022,27.74
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2023,27.83
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2024,27.79
1950|Estádio Ilha do Retiro,1950,Recife,Brazil,-8.06278,-34.90278,2025,27.73
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1940,21.98
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1941,20.97
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1942,20.6
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1943,19.92
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1944,21.79
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1945,21.93
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1946,22.47
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1947,21.58
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1948,21.2
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1949,21.44
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1950,21.16
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1951,19.98
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1952,21.62
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1953,21.84
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1954,21.96
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1955,22.46
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1956,20.63
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1957,21.53
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1958,21.64
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1959,21.51
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1960,21.02
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1961,21.56
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1962,21.13
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1963,21.28
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1964,20.84
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1965,21.29
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1966,21.21
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1967,22.01
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1968,20.94
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1969,22.06
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1970,21.85
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1971,22.58
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1972,23.16
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1973,23.78
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1974,22.06
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1975,21.68
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1976,22.07
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1977,23.02
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1978,22.44
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1979,22.12
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1980,22.65
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1981,21.98
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1982,23.63
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1983,24.1
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1984,23.81
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1985,21.98
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1986,21.93
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1987,23.15
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1988,21.31
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1989,22.07
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1990,22.88
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1991,22.52
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1992,22.73
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1993,23.01
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1994,23.14
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1995,23.27
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1996,22.26
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1997,23.39
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1998,23.08
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,1999,23.28
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2000,22.85
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2001,23.45
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2002,23.52
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2003,23.87
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2004,21.95
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2005,22.76
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2006,22.81
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2007,23.79
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2008,23.1
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2009,23.35
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2010,22.57
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2011,23.1
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2012,23.45
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2013,23.84
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2014,22.75
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2015,23.05
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2016,23.22
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2017,21.92
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2018,23.71
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2019,22.73
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2020,23.33
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2021,22.66
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2022,22.77
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2023,22.69
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2024,23.74
1950|Estádio Independência,1950,Belo Horizonte,Brazil,-19.90833,-43.91778,2025,22.51
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1940,25.28
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1941,23.07
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1942,23.15
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1943,23.13
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1944,24.48
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1945,25.11
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1946,24.3
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1947,24.89
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1948,24.6
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1949,24.63
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1950,24.23
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1951,23.33
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1952,24.06
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1953,24.41
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1954,24.8
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1955,23.84
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1956,22.79
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1957,24.14
1950|Estádio do Maracanã,1950,Rio de Janeiro,Brazil,-22.912167,-43.230164,1958,24.84
