gender,country,city,stadium,year,date,time_local,lat,lon,match_date,day_wbgt_mean_C,day_wbgt_min_C,day_wbgt_max_C,game_wbgt_mean_C,game_wbgt_min_C,game_wbgt_max_C,game_hrs_ge32_FIFA,game_hrs_ge28_FIFPRO_postpone,game_hrs_ge26_FIFPRO_breaks,game_hrs_over_p75_clim,game_hrs_over_p90_clim,game_hrs_over_p95_clim,game_hrs_over_max_clim
Men,Mexico,mexico city,Estadio Olímpico Universitario,1986,2026-06-02,12:00:00,19.325822,-99.188596,1986-06-02,14.48,8.53,22.52,21.31,20.13,22.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Mexico,san nicolas de los garza,Estadio Universitario,1986,2026-06-02,16:00:00,25.72255,-100.31199,1986-06-02,23.35,20.58,26.87,25.74,23.68,26.87,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Men,Mexico,mexico city,Estadio Azteca,1986,2026-06-03,12:00:00,19.3017455,-99.150264,1986-06-03,14.97,10.06,22.99,22.31,21.84,22.99,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Men,Mexico,zapopan,Tres de Marzo,1986,2026-06-03,12:00:00,20.693734,-103.416183,1986-06-03,20.45,13.71,28.21,27.43,26.28,28.21,0.0,1.0,5.0,0.0,0.0,0.0,0.0
Men,Mexico,monterrey,Tecnologico,1986,2026-06-03,16:00:00,25.65225,-100.28642,1986-06-03,23.18,19.79,27.64,26.18,25.5,27.64,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Men,Mexico,toluca,Bombonera - Estadio Nemesio Diez,1986,2026-06-04,12:00:00,19.2857039,-99.666741,1986-06-04,11.78,4.5,21.44,19.33,17.76,21.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Mexico,queretaro,Estadio Corregidora,1986,2026-06-04,12:00:00,20.577348,100.36625,1986-06-04,16.11,12.26,21.63,20.87,19.78,21.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Mexico,nezahualcoyotl,Neza,1986,2026-06-04,16:00:00,19.4034701,-98.985554,1986-06-04,15.05,10.26,20.61,16.78,13.71,19.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Mexico,puebla,Cuauhtemoc,1986,2026-06-05,12:00:00,19.0734997,-98.158666,1986-06-05,17.01,11.73,25.38,22.93,21.85,25.11,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Men,Mexico,leon,Nou Camp - Estadio León,1986,2026-06-05,12:00:00,21.1155,-101.6577,1986-06-05,19.18,12.62,24.96,24.38,23.42,24.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Mexico,mexico city,Estadio Olímpico Universitario,1986,2026-06-05,16:00:00,19.325822,-99.188596,1986-06-05,14.17,5.54,25.09,17.03,15.31,21.34,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Mexico,guadalajara,Jalisco,1986,2026-06-06,12:00:00,20.7030022,-103.32355,1986-06-06,20.65,14.8,29.41,27.99,26.07,29.41,0.0,2.0,5.0,4.0,0.0,0.0,0.0
Men,Mexico,Irapuato,Estadio Irapuato,1986,2026-06-06,12:00:00,18.655069,-99.192027,1986-06-06,14.98,9.75,24.52,23.21,21.73,24.52,0.0,0.0,0.0,5.0,3.0,1.0,0.0
Men,Mexico,monterrey,Tecnologico,1986,2026-06-06,16:00:00,25.65225,-100.28642,1986-06-06,26.01,20.09,33.22,29.23,27.9,31.83,0.0,4.0,5.0,4.0,2.0,1.0,0.0
Men,Mexico,mexico city,Estadio Azteca,1986,2026-06-07,12:00:00,19.3017455,-99.150264,1986-06-07,15.12,8.27,24.1,23.12,22.0,24.1,0.0,0.0,0.0,5.0,4.0,1.0,0.0
Men,Mexico,zapopan,Tres de Marzo,1986,2026-06-07,12:00:00,20.6895822,-103.40968,1986-06-07,21.27,16.52,29.8,29.21,28.03,29.8,0.0,5.0,5.0,5.0,1.0,0.0,0.0
Men,Mexico,san nicolas de los garza,Estadio Universitario,1986,2026-06-07,16:00:00,25.72255,-100.31199,1986-06-07,25.64,21.39,32.52,27.32,24.15,30.59,0.0,2.0,4.0,1.0,0.0,0.0,0.0
Men,Mexico,queretaro,Estadio Corregidora,1986,2026-06-08,12:00:00,20.577348,100.36625,1986-06-08,17.74,13.39,22.98,22.5,22.04,22.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Mexico,toluca,Bombonera - Estadio Nemesio Diez,1986,2026-06-08,12:00:00,19.2857039,-99.666741,1986-06-08,14.06,8.23,21.85,20.55,19.82,21.85,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Men,Mexico,nezahualcoyotl,Neza,1986,2026-06-08,16:00:00,19.4034701,-98.985554,1986-06-08,17.26,12.6,23.89,19.17,16.8,22.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Mexico,Irapuato,Estadio Irapuato,1986,2026-06-09,12:00:00,18.655069,-99.192027,1986-06-09,14.31,8.31,22.96,22.11,21.1,22.96,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Men,Mexico,leon,Nou Camp - Estadio León,1986,2026-06-09,12:00:00,21.1155,-101.6577,1986-06-09,19.82,15.29,26.06,25.06,23.94,26.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Men,Mexico,mexico city,Estadio Olímpico Universitario,1986,2026-06-10,12:00:00,19.325822,-99.188596,1986-06-10,14.49,9.08,24.33,21.58,18.46,24.33,0.0,0.0,0.0,2.0,2.0,1.0,0.0
Men,Mexico,puebla,Cuauhtemoc,1986,2026-06-10,12:00:00,19.0734997,-98.158666,1986-06-10,17.43,13.11,24.81,24.02,23.27,24.81,0.0,0.0,0.0,4.0,1.0,0.0,0.0
Men,Mexico,toluca,Bombonera - Estadio Nemesio Diez,1986,2026-06-11,12:00:00,19.2857039,-99.666741,1986-06-11,12.81,9.18,20.08,18.53,17.72,20.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Mexico,mexico city,Estadio Azteca,1986,2026-06-11,12:00:00,19.3017455,-99.150264,1986-06-11,13.66,9.56,20.17,19.24,18.29,20.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Mexico,monterrey,Tecnologico,1986,2026-06-11,16:00:00,25.65225,-100.28642,1986-06-11,25.02,20.89,30.02,27.6,25.9,29.41,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Men,Mexico,zapopan,Tres de Marzo,1986,2026-06-11,16:00:00,20.6895822,-103.40968,1986-06-11,19.79,16.3,26.39,23.25,19.73,25.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Mexico,monterrey,Tecnologico,1986,2026-06-12,12:00:00,25.65225,-100.28642,1986-06-12,23.56,18.04,28.83,28.11,27.39,28.83,0.0,3.0,5.0,0.0,0.0,0.0,0.0
Men,Mexico,guadalajara,Jalisco,1986,2026-06-12,12:00:00,20.7030022,-103.32355,1986-06-12,19.94,15.15,27.3,26.23,25.18,27.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Men,Mexico,nezahualcoyotl,Neza,1986,2026-06-13,12:00:00,19.4034701,-98.985554,1986-06-13,16.18,12.23,22.18,21.48,20.49,22.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Mexico,queretaro,Estadio Corregidora,1986,2026-06-13,12:00:00,20.577348,100.36625,1986-06-13,17.82,12.98,23.89,23.36,23.07,23.89,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Men,Mexico,mexico city,Estadio Azteca,1986,2026-06-15,12:00:00,19.3017455,-99.150264,1986-06-15,14.5,6.85,22.37,20.63,18.8,22.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Mexico,leon,Nou Camp - Estadio León,1986,2026-06-15,16:00:00,21.1155,-101.6577,1986-06-15,19.55,14.65,28.1,23.68,19.71,28.1,0.0,1.0,2.0,2.0,2.0,0.0,0.0
Men,Mexico,guadalajara,Jalisco,1986,2026-06-16,12:00:00,20.7030022,-103.32355,1986-06-16,20.75,15.59,30.54,28.56,26.3,30.54,0.0,3.0,5.0,5.0,2.0,1.0,0.0
Men,Mexico,puebla,Cuauhtemoc,1986,2026-06-16,16:00:00,19.0734997,-98.158666,1986-06-16,18.56,12.61,24.8,21.91,19.53,23.67,0.0,0.0,0.0,4.0,2.0,2.0,0.0
Men,Mexico,mexico city,Estadio Olímpico Universitario,1986,2026-06-17,12:00:00,19.325822,-99.188596,1986-06-17,14.19,9.13,21.44,20.78,19.63,21.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Mexico,san nicolas de los garza,Estadio Universitario,1986,2026-06-17,16:00:00,25.72255,-100.31199,1986-06-17,25.0,19.66,30.19,28.55,27.1,29.37,0.0,4.0,5.0,2.0,0.0,0.0,0.0
Men,Mexico,mexico city,Estadio Azteca,1986,2026-06-18,12:00:00,19.3017455,-99.150264,1986-06-18,13.99,8.81,21.63,20.74,18.57,21.63,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Men,Mexico,queretaro,Estadio Corregidora,1986,2026-06-18,16:00:00,20.577348,100.36625,1986-06-18,17.94,12.48,26.7,20.15,17.95,25.12,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Men,Mexico,guadalajara,Jalisco,1986,2026-06-21,12:00:00,20.7030022,-103.32355,1986-06-21,20.59,16.36,28.08,27.23,25.3,28.08,0.0,1.0,4.0,2.0,0.0,0.0,0.0
Men,Mexico,san nicolas de los garza,Estadio Universitario,1986,2026-06-21,16:00:00,25.72255,-100.31199,1986-06-21,23.53,20.03,28.66,25.75,22.7,28.2,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Men,Mexico,mexico city,Estadio Azteca,1986,2026-06-22,12:00:00,19.3017455,-99.150264,1986-06-22,14.43,9.2,22.78,21.9,20.13,22.78,0.0,0.0,0.0,4.0,1.0,0.0,0.0
Men,Mexico,puebla,Cuauhtemoc,1986,2026-06-22,16:00:00,19.0734997,-98.158666,1986-06-22,17.58,12.86,23.44,20.21,18.24,22.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Mexico,guadalajara,Jalisco,1986,2026-06-25,12:00:00,20.7030022,-103.32355,1986-06-25,19.13,15.63,26.59,23.42,20.9,26.59,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Men,Mexico,mexico city,Estadio Azteca,1986,2026-06-25,16:00:00,19.3017455,-99.150264,1986-06-25,14.02,9.61,22.97,16.1,13.69,21.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Mexico,puebla,Cuauhtemoc,1986,2026-06-28,12:00:00,19.0734997,-98.158666,1986-06-28,17.32,10.99,24.03,23.5,22.98,24.03,0.0,0.0,0.0,5.0,2.0,0.0,0.0
Men,Mexico,mexico city,Estadio Azteca,1986,2026-06-29,12:00:00,19.3017455,-99.150264,1986-06-29,14.3,7.14,22.05,21.07,20.35,22.05,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Men,Italy,Milan,Giuseppe Meazza,1990,2026-06-08,18:00:00,45.478489,9.12215,1990-06-08,17.97,13.81,22.97,21.95,21.39,22.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Italy,Bologna,Renato Dall Ara,1990,2026-06-09,17:00:00,44.4923,11.3117,1990-06-09,18.67,14.84,23.64,20.71,19.91,21.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Bari,Stadio San Nicola,1990,2026-06-09,17:00:00,41.0778,16.8129,1990-06-09,20.79,15.57,27.33,24.51,21.81,27.33,0.0,0.0,1.0,5.0,3.0,1.0,0.0
Men,Italy,Rome,Stadio Olimpico,1990,2026-06-09,21:00:00,41.933964,12.454297,1990-06-09,19.26,15.98,22.3,17.39,14.73,20.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Florence,Comunale,1990,2026-06-10,17:00:00,43.7809,11.2822,1990-06-10,14.12,9.47,19.49,16.04,13.66,17.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Milan,Giuseppe Meazza,1990,2026-06-10,21:00:00,45.478489,9.12215,1990-06-10,15.03,9.06,20.01,14.25,10.48,19.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Turin,Stadio delle Alpi,1990,2026-06-10,21:00:00,45.1097,7.6416,1990-06-10,16.02,8.97,23.48,13.37,9.7,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Genoa,Luigi Ferraris,1990,2026-06-11,17:00:00,44.4162,8.9527,1990-06-11,14.14,9.27,18.73,16.93,14.67,18.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Cagliari,Sant Elia,1990,2026-06-11,21:00:00,39.2098,9.1223,1990-06-11,17.62,12.5,22.41,17.29,16.7,18.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Verona,Marc Antonio Bentegodi,1990,2026-06-12,17:00:00,45.4351,10.9686,1990-06-12,13.48,11.22,15.18,12.91,11.98,14.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Palermo,Della Favorita,1990,2026-06-12,21:00:00,38.174467,13.314132,1990-06-12,21.96,19.38,25.6,20.33,18.94,22.26,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Men,Italy,Udine,Dacia Arena,1990,2026-06-13,17:00:00,46.0817,13.2038,1990-06-13,16.32,9.88,22.95,19.07,16.24,20.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Naples,San Paolo,1990,2026-06-13,21:00:00,40.8234,14.1891,1990-06-13,20.13,18.36,21.95,18.7,18.36,19.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Bologna,Renato Dall Ara,1990,2026-06-14,17:00:00,44.4923,11.3117,1990-06-14,18.73,13.79,24.8,21.15,19.59,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Bari,Stadio San Nicola,1990,2026-06-14,17:00:00,41.0778,16.8129,1990-06-14,18.61,14.08,22.88,20.88,18.25,22.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Rome,Stadio Olimpico,1990,2026-06-14,21:00:00,41.933964,12.454297,1990-06-14,18.8,11.95,26.8,18.05,16.63,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Florence,Comunale,1990,2026-06-15,17:00:00,43.7809,11.2822,1990-06-15,15.94,12.15,21.03,18.8,17.47,20.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Milan,Giuseppe Meazza,1990,2026-06-15,21:00:00,45.478489,9.12215,1990-06-15,18.57,12.11,24.58,16.48,13.65,18.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Turin,Stadio delle Alpi,1990,2026-06-16,17:00:00,45.1097,7.6416,1990-06-16,17.98,10.77,24.54,22.29,20.08,24.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Cagliari,Sant Elia,1990,2026-06-16,21:00:00,39.2098,9.1223,1990-06-16,19.19,15.51,23.81,17.62,16.73,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Genoa,Luigi Ferraris,1990,2026-06-16,21:00:00,44.4162,8.9527,1990-06-16,16.68,11.87,22.24,14.86,11.77,18.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Palermo,Della Favorita,1990,2026-06-17,17:00:00,38.174467,13.314132,1990-06-17,20.63,17.27,24.42,22.83,21.57,23.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Verona,Marc Antonio Bentegodi,1990,2026-06-17,21:00:00,45.4351,10.9686,1990-06-17,18.98,12.8,25.64,17.59,15.35,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Udine,Dacia Arena,1990,2026-06-17,21:00:00,46.0817,13.2038,1990-06-17,18.78,11.97,25.07,17.39,13.69,21.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Naples,San Paolo,1990,2026-06-18,21:00:00,40.8234,14.1891,1990-06-18,21.03,18.06,26.37,19.64,18.79,21.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Bari,Stadio San Nicola,1990,2026-06-18,21:00:00,41.0778,16.8129,1990-06-18,19.92,13.54,25.35,18.54,16.78,20.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Milan,Giuseppe Meazza,1990,2026-06-19,17:00:00,45.478489,9.12215,1990-06-19,20.48,15.43,25.84,24.82,23.21,25.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Italy,Bologna,Renato Dall Ara,1990,2026-06-19,17:00:00,44.4923,11.3117,1990-06-19,21.66,15.92,28.98,24.42,22.72,26.24,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Men,Italy,Florence,Comunale,1990,2026-06-19,21:00:00,43.7809,11.2822,1990-06-19,20.08,13.19,25.42,19.5,16.11,22.98,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Men,Italy,Rome,Stadio Olimpico,1990,2026-06-19,21:00:00,41.933964,12.454297,1990-06-19,20.88,14.75,26.62,18.87,16.3,22.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Genoa,Luigi Ferraris,1990,2026-06-20,21:00:00,44.4162,8.9527,1990-06-20,17.32,12.94,21.02,16.01,14.41,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Turin,Stadio delle Alpi,1990,2026-06-20,21:00:00,45.1097,7.6416,1990-06-20,19.67,16.73,25.11,17.28,15.89,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Verona,Marc Antonio Bentegodi,1990,2026-06-21,17:00:00,45.4351,10.9686,1990-06-21,20.21,15.77,25.2,23.7,20.75,25.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Italy,Udine,Friuli,1990,2026-06-21,17:00:00,46.0817,13.2038,1990-06-21,19.45,15.51,25.07,23.2,20.64,25.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Italy,Palermo,Della Favorita,1990,2026-06-21,21:00:00,38.174467,13.314132,1990-06-21,22.4,19.19,26.26,21.45,20.79,23.04,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Men,Italy,Cagliari,Sant Elia,1990,2026-06-21,21:00:00,39.2098,9.1223,1990-06-21,21.41,17.77,25.07,18.89,17.71,21.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Naples,San Paolo,1990,2026-06-23,17:00:00,40.8234,14.1891,1990-06-23,22.4,19.51,25.18,24.12,23.28,24.63,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Men,Italy,Bari,Stadio San Nicola,1990,2026-06-23,21:00:00,41.0778,16.8129,1990-06-23,22.68,16.56,28.82,20.65,17.84,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Men,Italy,Turin,Stadio delle Alpi,1990,2026-06-24,17:00:00,45.1097,7.6416,1990-06-24,21.88,16.18,27.76,26.79,24.94,27.76,0.0,0.0,4.0,4.0,1.0,0.0,0.0
Men,Italy,Milan,Giuseppe Meazza,1990,2026-06-24,21:00:00,45.478489,9.12215,1990-06-24,22.36,17.13,28.76,21.22,18.46,25.31,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Men,Italy,Genoa,Luigi Ferraris,1990,2026-06-25,17:00:00,44.4162,8.9527,1990-06-25,21.91,15.01,29.29,26.53,24.99,27.73,0.0,0.0,4.0,5.0,5.0,4.0,0.0
Men,Italy,Rome,Stadio Olimpico,1990,2026-06-25,21:00:00,41.933964,12.454297,1990-06-25,23.05,16.49,31.49,21.12,18.93,23.58,0.0,0.0,0.0,5.0,1.0,0.0,0.0
Men,Italy,Verona,Marc Antonio Bentegodi,1990,2026-06-26,17:00:00,45.4351,10.9686,1990-06-26,21.4,15.97,26.98,25.64,22.72,26.98,0.0,0.0,3.0,4.0,1.0,0.0,0.0
Men,Italy,Bologna,Renato Dall Ara,1990,2026-06-26,21:00:00,44.4923,11.3117,1990-06-26,21.48,15.81,27.34,19.72,17.14,22.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Florence,Comunale,1990,2026-06-30,17:00:00,43.7809,11.2822,1990-06-30,23.01,16.62,27.98,26.67,24.86,27.67,0.0,0.0,4.0,5.0,5.0,1.0,0.0
Men,Italy,Rome,Stadio Olimpico,1990,2026-06-30,21:00:00,41.933964,12.454297,1990-06-30,22.84,16.64,29.52,20.91,18.82,23.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,Italy,Milan,Giuseppe Meazza,1990,2026-07-01,17:00:00,45.478489,9.12215,1990-07-01,23.37,18.17,29.26,26.65,26.02,27.79,0.0,0.0,5.0,2.0,1.0,0.0,0.0
Men,Italy,Naples,San Paolo,1990,2026-07-01,21:00:00,40.8234,14.1891,1990-07-01,24.36,21.64,26.89,23.24,22.52,25.85,0.0,0.0,0.0,5.0,5.0,3.0,0.0
Men,Italy,Naples,San Paolo,1990,2026-07-03,20:00:00,40.8234,14.1891,1990-07-03,22.97,20.23,25.24,22.7,21.47,24.63,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Men,Italy,Turin,Stadio delle Alpi,1990,2026-07-04,20:00:00,45.1097,7.6416,1990-07-04,18.53,12.06,23.86,18.92,15.67,22.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Bari,Stadio San Nicola,1990,2026-07-07,20:00:00,41.0778,16.8129,1990-07-07,20.17,16.48,22.78,18.15,16.48,19.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Italy,Rome,Stadio Olimpico,1990,2026-07-08,20:00:00,41.933964,12.454297,1990-07-08,21.11,15.36,27.56,20.72,18.3,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Guangzhou,Tianhe Stadium,1991,2026-11-16,20:45:00,23.137814,113.3247,1991-11-16,14.65,9.43,21.86,13.03,12.51,13.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Jiangmen,Jiangmen Stadium,1991,2026-11-17,15:30:00,22.657257,113.069638,1991-11-17,15.1,10.8,20.69,18.65,14.68,20.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Foshan,New Plaza Stadium,1991,2026-11-17,19:45:00,23.0292,113.1217,1991-11-17,15.19,10.95,20.8,13.96,13.79,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Jiangmen,Jiangmen Stadium,1991,2026-11-17,19:45:00,22.657257,113.069638,1991-11-17,15.1,10.8,20.69,13.98,13.87,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Panyu,Ying Dong Stadium,1991,2026-11-17,19:45:00,22.945833,113.352222,1991-11-17,15.21,11.06,20.83,13.96,13.76,14.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Guangzhou,Tianhe Stadium,1991,2026-11-17,19:45:00,23.137814,113.3247,1991-11-17,14.99,10.5,20.85,13.62,13.42,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Guangzhou,Guangdong Provincial Stadium,1991,2026-11-19,15:30:00,23.124341,113.283783,1991-11-19,16.18,12.1,20.82,18.74,16.76,19.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Zhongshan,Zhongshan Stadium,1991,2026-11-19,15:30:00,22.509925,113.383332,1991-11-19,17.53,14.84,20.06,18.65,16.88,19.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Zhongshan,Zhongshan Stadium,1991,2026-11-19,19:45:00,22.509925,113.383332,1991-11-19,17.53,14.84,20.06,16.79,16.58,17.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Panyu,Ying Dong Stadium,1991,2026-11-19,19:45:00,22.945833,113.352222,1991-11-19,16.18,12.1,20.82,15.92,15.59,16.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Foshan,New Plaza Stadium,1991,2026-11-19,19:45:00,23.0292,113.1217,1991-11-19,16.05,11.72,21.1,15.57,15.28,16.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Guangzhou,Guangdong Provincial Stadium,1991,2026-11-19,19:45:00,23.124341,113.283783,1991-11-19,16.18,12.1,20.82,15.92,15.59,16.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Foshan,New Plaza Stadium,1991,2026-11-21,15:30:00,23.0292,113.1217,1991-11-21,18.77,15.02,23.87,22.48,19.54,23.82,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Women,China,Panyu,Ying Dong Stadium,1991,2026-11-21,15:30:00,22.945833,113.352222,1991-11-21,18.95,14.9,24.4,22.47,19.3,24.13,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Women,China,Foshan,New Plaza Stadium,1991,2026-11-21,19:45:00,23.0292,113.1217,1991-11-21,18.77,15.02,23.87,18.76,18.51,19.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Women,China,Jiangmen,Jiangmen Stadium,1991,2026-11-21,19:45:00,22.657257,113.069638,1991-11-21,19.13,15.48,24.51,18.94,18.81,19.21,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Women,China,Panyu,Ying Dong Stadium,1991,2026-11-21,19:45:00,22.945833,113.352222,1991-11-21,18.95,14.9,24.4,18.8,18.64,19.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Zhongshan,Zhongshan Stadium,1991,2026-11-21,19:45:00,22.509925,113.383332,1991-11-21,19.39,16.25,23.45,19.23,19.02,19.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Women,China,Zhongshan,Zhongshan Stadium,1991,2026-11-24,15:30:00,22.509925,113.383332,1991-11-24,21.28,18.97,24.7,21.75,19.7,23.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Women,China,Foshan,New Plaza Stadium,1991,2026-11-24,19:45:00,23.0292,113.1217,1991-11-24,20.28,16.43,23.66,17.81,17.45,18.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Women,China,Jiangmen,Jiangmen Stadium,1991,2026-11-24,19:45:00,22.657257,113.069638,1991-11-24,20.66,16.72,24.22,18.35,17.86,18.98,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Women,China,Guangzhou,Tianhe Stadium,1991,2026-11-24,19:45:00,23.137814,113.3247,1991-11-24,19.85,16.01,23.65,17.2,16.89,17.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Panyu,Ying Dong Stadium,1991,2026-11-27,15:30:00,22.945833,113.352222,1991-11-27,15.18,12.69,18.41,16.58,14.75,17.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Guangzhou,Guangdong Provincial Stadium,1991,2026-11-27,19:45:00,23.124341,113.283783,1991-11-27,15.18,12.69,18.41,14.67,14.62,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Guangzhou,Guangdong Provincial Stadium,1991,2026-11-29,19:45:00,23.124341,113.283783,1991-11-29,15.51,12.86,21.21,14.69,14.61,14.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,China,Guangzhou,Tianhe Stadium,1991,2026-11-30,19:45:00,23.137814,113.3247,1991-11-30,15.63,13.03,21.36,14.29,13.97,14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,United States,Chicago,Soldier Field,1994,2026-06-17,15:00:00,41.8623,-87.6167,1994-06-17,27.44,24.26,29.55,29.1,28.51,29.53,0.0,5.0,5.0,5.0,5.0,5.0,0.0
Men,United States,Dallas,Cotton Bowl,1994,2026-06-17,19:30:00,32.7828,-96.7614,1994-06-17,26.22,22.34,30.52,26.35,23.28,28.45,0.0,2.0,2.0,1.0,0.0,0.0,0.0
