year,round,date_local,kickoff_local,venue_stadium,venue_city,home_team,away_team,home_score,away_score,yellow_cards,red_cards,source_url
1970,Group 3,1970-06-02,16:00,Estadio Jalisco,Guadalajara,England,Romania,1,0,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_3
1970,Group 3,1970-06-03,16:00,Estadio Jalisco,Guadalajara,Brazil,Czechoslovakia,4,1,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_3
1970,Group 3,1970-06-06,16:00,Estadio Jalisco,Guadalajara,Romania,Czechoslovakia,2,1,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_3
1970,Group 3,1970-06-07,12:00,Estadio Jalisco,Guadalajara,Brazil,England,1,0,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_3
1970,Group 3,1970-06-10,16:00,Estadio Jalisco,Guadalajara,Brazil,Romania,3,2,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_3
1970,Group 3,1970-06-11,16:00,Estadio Jalisco,Guadalajara,England,Czechoslovakia,1,0,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_3
1970,Group 4,1970-06-02,16:00,Estadio Nou Camp,León,Peru,Bulgaria,3,2,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_4
1970,Group 4,1970-06-03,16:00,Estadio Nou Camp,León,West Germany,Morocco,2,1,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_4
1970,Group 4,1970-06-06,16:00,Estadio Nou Camp,León,Peru,Morocco,3,0,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_4
1970,Group 4,1970-06-07,12:00,Estadio Nou Camp,León,West Germany,Bulgaria,5,2,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_4
1970,Group 4,1970-06-10,16:00,Estadio Nou Camp,León,West Germany,Peru,3,1,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_4
1970,Group 4,1970-06-11,16:00,Estadio Nou Camp,León,Bulgaria,Morocco,1,1,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_Group_4
1970,Quarter-final,1970-06-14,12:00,Estadio Azteca,Mexico City,Soviet Union,Uruguay,0,1,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_knockout_stage
1970,Quarter-final,1970-06-14,12:00,Estadio Luis Dosal,Toluca,Italy,Mexico,4,1,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_knockout_stage
1970,Quarter-final,1970-06-14,12:00,Estadio Jalisco,Guadalajara,Brazil,Peru,4,2,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_knockout_stage
1970,Quarter-final,1970-06-14,12:00,Estadio Nou Camp,León,West Germany,England,3,2,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_knockout_stage
1970,Semi-final,1970-06-17,16:00,Estadio Jalisco,Guadalajara,Brazil,Uruguay,3,1,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_knockout_stage
1970,Semi-final,1970-06-17,16:00,Estadio Azteca,Mexico City,Italy,West Germany,4,3,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_knockout_stage
1970,Third place play-off,1970-06-20,16:00,Estadio Azteca,Mexico City,West Germany,Uruguay,1,0,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_knockout_stage
1970,Final,1970-06-21,12:00,Estadio Azteca,Mexico City,Brazil,Italy,4,1,,0,https://en.wikipedia.org/wiki/1970_FIFA_World_Cup_knockout_stage
