year,round,date_local,kickoff_local,venue_stadium,venue_city,home_team,away_team,home_score,away_score,yellow_cards,red_cards,source_url
1982,Group 6,1982-06-22,21:00,La Rosaleda,Málaga,Soviet Union,Scotland,2,2,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_6
1982,Group 1,1982-06-23,17:15,Balaídos,Vigo,Italy,Cameroon,1,1,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_1
1982,Group 3,1982-06-23,21:00,Estadio José Rico Pérez,Alicante,Argentina,El Salvador,2,0,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_3
1982,Group 6,1982-06-23,21:00,Estadio Benito Villamarín,Seville,Brazil,New Zealand,4,0,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_6
1982,Group 2,1982-06-24,17:15,Estadio Carlos Tartiere (1932),Oviedo,Algeria,Chile,3,2,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_2
1982,Group 4,1982-06-24,17:15,Estadio José Zorrilla,Valladolid,France,Czechoslovakia,1,1,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_4
1982,Group 5,1982-06-24,21:00,La Romareda,Zaragoza,Honduras,Yugoslavia,0,1,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_5
1982,Group 2,1982-06-25,17:15,El Molinón,Gijón,West Germany,Austria,1,0,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_2
1982,Group 4,1982-06-25,17:15,San Mamés (1913),Bilbao,England,Kuwait,1,0,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_4
1982,Group 5,1982-06-25,21:00,Estadio Luis Casanova (Mestalla),Valencia,Spain,Northern Ireland,0,1,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_5
1982,Second round Group D,1982-06-28,17:15,Vicente Calderón,Madrid,Austria,France,0,1,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_D
1982,Second round Group A,1982-06-28,21:00,Camp Nou,Barcelona,Poland,Belgium,3,0,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_A
1982,Second round Group B,1982-06-29,21:00,Santiago Bernabéu,Madrid,West Germany,England,0,0,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_B
1982,Second round Group C,1982-06-29,17:15,Estadi de Sarrià,Barcelona,Italy,Argentina,2,1,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_C
1982,Second round Group D,1982-07-01,17:15,Vicente Calderón,Madrid,Austria,Northern Ireland,2,2,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_D
1982,Second round Group A,1982-07-01,21:00,Camp Nou,Barcelona,Belgium,Soviet Union,0,1,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_A
1982,Second round Group B,1982-07-02,21:00,Santiago Bernabéu,Madrid,West Germany,Spain,2,1,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_B
1982,Second round Group C,1982-07-02,17:15,Estadi de Sarrià,Barcelona,Argentina,Brazil,1,3,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_C
1982,Second round Group D,1982-07-04,17:15,Vicente Calderón,Madrid,France,Northern Ireland,4,1,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_D
1982,Second round Group A,1982-07-04,21:00,Camp Nou,Barcelona,Soviet Union,Poland,0,0,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_A
1982,Second round Group B,1982-07-05,21:00,Santiago Bernabéu,Madrid,Spain,England,0,0,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_B
1982,Second round Group C,1982-07-05,17:15,Estadi de Sarrià,Barcelona,Italy,Brazil,3,2,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_Group_C
1982,Semi-final,1982-07-08,17:15,Camp Nou,Barcelona,Poland,Italy,0,2,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_knockout_stage
1982,Semi-final,1982-07-08,21:00,Estadio Ramón Sánchez Pizjuán,Seville,West Germany,France,3,3,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_knockout_stage
1982,Third place play-off,1982-07-10,20:00,Estadio José Rico Pérez,Alicante,Poland,France,3,2,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_knockout_stage
1982,Final,1982-07-11,20:00,Santiago Bernabéu,Madrid,Italy,West Germany,3,1,,,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_knockout_stage
