year,round,date_local,kickoff_local,venue_stadium,venue_city,home_team,away_team,home_score,away_score,yellow_cards,red_cards,source_url
1994,Group C,1994-06-27,15:00,Cotton Bowl,Dallas,Germany,South Korea,3,2,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_C
1994,Group D,1994-06-21,12:30,Foxboro Stadium,Foxborough,Argentina,Greece,4,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_D
1994,Group D,1994-06-21,18:30,Cotton Bowl,Dallas,Nigeria,Bulgaria,3,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_D
1994,Group D,1994-06-25,16:00,Foxboro Stadium,Foxborough,Argentina,Nigeria,2,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_D
1994,Group D,1994-06-26,11:30,Soldier Field,Chicago,Bulgaria,Greece,4,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_D
1994,Group D,1994-06-30,18:30,Cotton Bowl,Dallas,Argentina,Bulgaria,0,2,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_D
1994,Group D,1994-06-30,19:30,Foxboro Stadium,Foxborough,Greece,Nigeria,0,2,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_D
1994,Group E,1994-06-18,16:00,Giants Stadium,East Rutherford,Italy,Republic of Ireland,0,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_E
1994,Group E,1994-06-19,16:00,Robert F. Kennedy Memorial Stadium (RFK Stadium),"Washington, D.C.",Norway,Mexico,1,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_E
1994,Group E,1994-06-23,16:00,Giants Stadium,East Rutherford,Italy,Norway,1,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_E
1994,Group E,1994-06-24,12:30,Citrus Bowl,Orlando,Mexico,Republic of Ireland,2,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_E
1994,Group E,1994-06-28,12:30,Robert F. Kennedy Memorial Stadium (RFK Stadium),"Washington, D.C.",Italy,Mexico,1,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_E
1994,Group E,1994-06-28,12:30,Giants Stadium,East Rutherford,Republic of Ireland,Norway,0,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_E
1994,Group F,1994-06-19,12:30,Citrus Bowl,Orlando,Belgium,Morocco,1,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_F
1994,Group F,1994-06-20,19:30,Robert F. Kennedy Memorial Stadium (RFK Stadium),"Washington, D.C.",Netherlands,Saudi Arabia,2,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_F
1994,Group F,1994-06-25,12:30,Citrus Bowl,Orlando,Belgium,Netherlands,1,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_F
1994,Group F,1994-06-25,12:30,Giants Stadium,East Rutherford,Saudi Arabia,Morocco,2,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_F
1994,Group F,1994-06-29,12:30,Robert F. Kennedy Memorial Stadium (RFK Stadium),"Washington, D.C.",Belgium,Saudi Arabia,0,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_F
1994,Group F,1994-06-29,12:30,Citrus Bowl,Orlando,Morocco,Netherlands,1,2,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_Group_F
1994,Round of 16,1994-07-02,12:00,Soldier Field,Chicago,Germany,Belgium,3,2,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Round of 16,1994-07-02,16:30,Robert F. Kennedy Memorial Stadium (RFK Stadium),"Washington, D.C.",Spain,Switzerland,3,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Round of 16,1994-07-03,12:00,Cotton Bowl,Dallas,Saudi Arabia,Sweden,1,3,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Round of 16,1994-07-03,13:30,Rose Bowl,Pasadena,Romania,Argentina,3,2,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Round of 16,1994-07-04,12:00,Citrus Bowl,Orlando,Netherlands,Republic of Ireland,2,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Round of 16,1994-07-04,12:30,Stanford Stadium,Stanford,Brazil,United States,1,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Round of 16 (a.e.t.),1994-07-05,13:00,Foxboro Stadium,Foxborough,Italy,Nigeria,2,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Round of 16 (a.e.t.; Bulgaria won 3–1 on penalties),1994-07-05,16:30,Giants Stadium,East Rutherford,Mexico,Bulgaria,1,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Quarter-final,1994-07-09,12:00,Foxboro Stadium,Foxborough,Italy,Spain,2,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Quarter-final,1994-07-09,14:30,Cotton Bowl,Dallas,Netherlands,Brazil,2,3,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Quarter-final,1994-07-10,12:00,Giants Stadium,East Rutherford,Bulgaria,Germany,2,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Quarter-final (a.e.t.; Sweden won 5–4 on penalties),1994-07-10,15:00,Stanford Stadium,Stanford,Romania,Sweden,2,2,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Semi-final,1994-07-13,12:00,Giants Stadium,East Rutherford,Italy,Bulgaria,2,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Semi-final,1994-07-13,15:00,Rose Bowl,Pasadena,Sweden,Brazil,0,1,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Third place play-off,1994-07-16,12:00,Rose Bowl,Pasadena,Sweden,Bulgaria,4,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_knockout_stage
1994,Final (a.e.t.; Brazil won 3–2 on penalties),1994-07-17,12:30,Rose Bowl,Pasadena,Brazil,Italy,0,0,,,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_final
